sample_id,pause_co,pause_avg,avg_speech,ra_pitch,vari,hesitation,lexical_div,incompleteness,semantic_cluster,anomaly,risk_score
annettemichelson_15.wav,1334,0.06661148280267346,143.5546875,3854.3738,946793.1,0,0.0,0,0,0,0.0
BobbyWomack_0.wav,0,0.0,114.84375,3853.4688,657232.9,0,0.0,0,0,0,0.0
